0 NONE Person_or_Vehicle NONE:0.000412502845998 Person_or_Vehicle:0.604162232496 Other:0.0398129311798 Building_or_Public_Space:0.266852437698 Road_or_Driveway:0.0746790061996 Traffic_Signal:0.0140808895799
2312 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.895862723909 Other:0.00518111339829 Building_or_Public_Space:0.0927976368916 Road_or_Driveway:0.00615852580163 Traffic_Signal:0.0
2313 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.836563363074 Other:0.00333423776523 Building_or_Public_Space:0.113549644228 Road_or_Driveway:0.0465527549324 Traffic_Signal:0.0
2314 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.898197423852 Other:0.00592119399191 Building_or_Public_Space:0.0894019836249 Road_or_Driveway:0.00647939853082 Traffic_Signal:0.0
2315 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.834019589472 Other:0.00507346037558 Building_or_Public_Space:0.14712164017 Road_or_Driveway:0.0137853099829 Traffic_Signal:0.0
2316 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.759394373811 Other:0.00370681992471 Building_or_Public_Space:0.2190083092 Road_or_Driveway:0.017890497064 Traffic_Signal:0.0
2317 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.924002335849 Other:0.00535017867498 Building_or_Public_Space:0.056178743008 Road_or_Driveway:0.0144687424676 Traffic_Signal:0.0
2318 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.943752556906 Other:0.00377766700139 Building_or_Public_Space:0.0431289650903 Road_or_Driveway:0.00934081100228 Traffic_Signal:0.0
2319 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.929224660558 Other:0.00626552622353 Building_or_Public_Space:0.0538803439217 Road_or_Driveway:0.0106294692963 Traffic_Signal:0.0
2320 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.959548597548 Other:0.000660184949706 Building_or_Public_Space:0.0363111714194 Road_or_Driveway:0.00348004608341 Traffic_Signal:0.0
2321 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.941416279751 Other:0.00218522055941 Building_or_Public_Space:0.0481530209816 Road_or_Driveway:0.00824547870751 Traffic_Signal:0.0
2322 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.962760399377 Other:0.00374155822931 Building_or_Public_Space:0.0324098818456 Road_or_Driveway:0.00108816054805 Traffic_Signal:0.0
2323 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.862072958519 Other:0.00318550083679 Building_or_Public_Space:0.129302675519 Road_or_Driveway:0.00543886512454 Traffic_Signal:0.0
2324 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.878597141578 Other:0.014600972816 Building_or_Public_Space:0.0939543796232 Road_or_Driveway:0.0128475059831 Traffic_Signal:0.0
2325 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.816120934703 Other:0.00872454588933 Building_or_Public_Space:0.144854658359 Road_or_Driveway:0.0302998610487 Traffic_Signal:0.0
2326 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.761496367998 Other:0.00511869223788 Building_or_Public_Space:0.121580875522 Road_or_Driveway:0.111804064242 Traffic_Signal:0.0
2327 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.954562066023 Other:0.00355186794272 Building_or_Public_Space:0.0249167601586 Road_or_Driveway:0.0169693058752 Traffic_Signal:0.0
2328 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.725533463828 Other:0.00594442933737 Building_or_Public_Space:0.241491753241 Road_or_Driveway:0.0270303535942 Traffic_Signal:0.0
2329 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.855192303767 Other:0.00875946857054 Building_or_Public_Space:0.128202991895 Road_or_Driveway:0.00784523576654 Traffic_Signal:0.0
2330 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.79932761969 Other:0.00647527956961 Building_or_Public_Space:0.180504332467 Road_or_Driveway:0.013692768273 Traffic_Signal:0.0
2331 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.992747976332 Other:0.000232987121162 Building_or_Public_Space:0.00595455316321 Road_or_Driveway:0.00106448338361 Traffic_Signal:0.0
2332 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.780924097066 Other:0.00626606417885 Building_or_Public_Space:0.180825814196 Road_or_Driveway:0.0319840245598 Traffic_Signal:0.0
2333 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.991662217879 Other:0.00100356487123 Building_or_Public_Space:0.0040799397348 Road_or_Driveway:0.00325427751535 Traffic_Signal:0.0
2334 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.902474352975 Other:0.000621055745212 Building_or_Public_Space:0.0961241768342 Road_or_Driveway:0.000780414445839 Traffic_Signal:0.0
2335 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.960454332426 Other:0.000829431509825 Building_or_Public_Space:0.037331266623 Road_or_Driveway:0.00138496944136 Traffic_Signal:0.0
2336 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.936233493128 Other:0.00320240583937 Building_or_Public_Space:0.0515653823662 Road_or_Driveway:0.00899871866682 Traffic_Signal:0.0
2337 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.800872681461 Other:0.002841805081 Building_or_Public_Space:0.18529822002 Road_or_Driveway:0.0109872934383 Traffic_Signal:0.0
2338 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.65159706793 Other:0.0101666229388 Building_or_Public_Space:0.318529402111 Road_or_Driveway:0.0197069070204 Traffic_Signal:0.0
2339 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.917191358262 Other:0.000823814186917 Building_or_Public_Space:0.0691731211211 Road_or_Driveway:0.0128117064301 Traffic_Signal:0.0
2340 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.838466171178 Other:0.00232557080715 Building_or_Public_Space:0.151301199915 Road_or_Driveway:0.00790705810006 Traffic_Signal:0.0
2341 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.982222853931 Other:0.00124040199834 Building_or_Public_Space:0.0151781061922 Road_or_Driveway:0.00135863787841 Traffic_Signal:0.0
2342 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.784681124495 Other:0.0090963638959 Building_or_Public_Space:0.15982054564 Road_or_Driveway:0.0464019659695 Traffic_Signal:0.0
2343 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.879261531242 Other:0.00749494568004 Building_or_Public_Space:0.0864035588619 Road_or_Driveway:0.0268399642162 Traffic_Signal:0.0
2344 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.948435669797 Other:0.00156600275437 Building_or_Public_Space:0.0460977026117 Road_or_Driveway:0.0039006248368 Traffic_Signal:0.0
2345 Person_or_Vehicle Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.337544297268 Other:0.00644284057175 Building_or_Public_Space:0.638321578265 Road_or_Driveway:0.0176912838952 Traffic_Signal:0.0
2346 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.482210852747 Other:0.0025978930259 Building_or_Public_Space:0.444290939501 Road_or_Driveway:0.0695269646245 Traffic_Signal:0.00137335010173
2347 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.877169294249 Other:0.00494083065376 Building_or_Public_Space:0.107076879686 Road_or_Driveway:0.0108129954109 Traffic_Signal:0.0
2348 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.75490418852 Other:0.00533640477677 Building_or_Public_Space:0.214138995261 Road_or_Driveway:0.025620411442 Traffic_Signal:0.0
2349 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.884190620421 Other:0.00193008965652 Building_or_Public_Space:0.0970309367416 Road_or_Driveway:0.0168483531805 Traffic_Signal:0.0
2350 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.803692210143 Other:0.00197046924208 Building_or_Public_Space:0.169307301596 Road_or_Driveway:0.0250300190196 Traffic_Signal:0.0
2351 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.782961218904 Other:0.0041571698082 Building_or_Public_Space:0.172034584537 Road_or_Driveway:0.0408470267513 Traffic_Signal:0.0
2352 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.731423403844 Other:0.00205626895895 Building_or_Public_Space:0.239799932693 Road_or_Driveway:0.0267203945046 Traffic_Signal:0.0
2353 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.97929618139 Other:0.00256733295595 Building_or_Public_Space:0.0172936915387 Road_or_Driveway:0.000842794115858 Traffic_Signal:0.0
2354 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.953633993725 Other:0.00408884536133 Building_or_Public_Space:0.0390550008354 Road_or_Driveway:0.00322216007847 Traffic_Signal:0.0
2355 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.984230345066 Other:0.00293044019077 Building_or_Public_Space:0.00996431125014 Road_or_Driveway:0.00287490349263 Traffic_Signal:0.0
2356 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.992593571558 Other:0.000274874443931 Building_or_Public_Space:0.00492275900822 Road_or_Driveway:0.00220879499015 Traffic_Signal:0.0
2357 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.960585429276 Other:0.00240157889762 Building_or_Public_Space:0.0349919126934 Road_or_Driveway:0.00202107913312 Traffic_Signal:0.0
2358 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.894134715837 Other:0.00224554498263 Building_or_Public_Space:0.0974669960762 Road_or_Driveway:0.00615274310429 Traffic_Signal:0.0
2359 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.704711020543 Other:0.00679039866717 Building_or_Public_Space:0.277905835778 Road_or_Driveway:0.0105927450117 Traffic_Signal:0.0
2360 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.864826937577 Other:0.0100562661214 Building_or_Public_Space:0.119216400576 Road_or_Driveway:0.00590039572655 Traffic_Signal:0.0
2361 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.80090141687 Other:0.0151413743347 Building_or_Public_Space:0.169880361699 Road_or_Driveway:0.0140768470966 Traffic_Signal:0.0
2362 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.949041472174 Other:0.00582738742414 Building_or_Public_Space:0.0334721726267 Road_or_Driveway:0.0116589677751 Traffic_Signal:0.0
2363 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.886088609912 Other:0.00525236397921 Building_or_Public_Space:0.101870495435 Road_or_Driveway:0.00678853067319 Traffic_Signal:0.0
2364 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.860658904781 Other:0.00232160792668 Building_or_Public_Space:0.133006960905 Road_or_Driveway:0.00401252638775 Traffic_Signal:0.0
2365 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.915535201595 Other:0.00150815136086 Building_or_Public_Space:0.0755677943239 Road_or_Driveway:0.00738885271978 Traffic_Signal:0.0
2366 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.704550424445 Other:0.00430193888132 Building_or_Public_Space:0.27487959292 Road_or_Driveway:0.0162680437538 Traffic_Signal:0.0
2367 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.81512495413 Other:0.00209009541931 Building_or_Public_Space:0.162594009926 Road_or_Driveway:0.0201909405249 Traffic_Signal:0.0
2368 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.756913714844 Other:0.00661066964589 Building_or_Public_Space:0.181772068675 Road_or_Driveway:0.0547035468352 Traffic_Signal:0.0
2369 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.686220060458 Other:0.00938984611914 Building_or_Public_Space:0.255123593205 Road_or_Driveway:0.0492665002174 Traffic_Signal:0.0
2370 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.631201463787 Other:0.013185366729 Building_or_Public_Space:0.290004253862 Road_or_Driveway:0.0656089156215 Traffic_Signal:0.0
2371 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.581626691156 Other:0.0122540542404 Building_or_Public_Space:0.275424886244 Road_or_Driveway:0.130694368359 Traffic_Signal:0.0
2372 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.644833131258 Other:0.0224491659168 Building_or_Public_Space:0.252757446202 Road_or_Driveway:0.0799602566227 Traffic_Signal:0.0
2373 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.728945185678 Other:0.0172836660116 Building_or_Public_Space:0.225714777352 Road_or_Driveway:0.028056370958 Traffic_Signal:0.0
2374 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.764765074272 Other:0.00101078442219 Building_or_Public_Space:0.221696456435 Road_or_Driveway:0.0125276848707 Traffic_Signal:0.0
2375 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.728883609352 Other:0.0128464570905 Building_or_Public_Space:0.217943700162 Road_or_Driveway:0.0403262333949 Traffic_Signal:0.0
2376 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.764102300437 Other:0.00649777759596 Building_or_Public_Space:0.156346671676 Road_or_Driveway:0.0730532502913 Traffic_Signal:0.0
2377 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.721307563099 Other:0.0061075448708 Building_or_Public_Space:0.251479330107 Road_or_Driveway:0.021105561923 Traffic_Signal:0.0
2378 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.39621025899 Other:0.0092037150057 Building_or_Public_Space:0.408935284883 Road_or_Driveway:0.185650741121 Traffic_Signal:0.0
2379 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.568081333756 Other:0.00535373418064 Building_or_Public_Space:0.332703593619 Road_or_Driveway:0.0921289769413 Traffic_Signal:0.00173236150308
2380 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.986721181109 Other:0.000319178996843 Building_or_Public_Space:0.00937707887302 Road_or_Driveway:0.00358256102088 Traffic_Signal:0.0
2381 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.978552281761 Other:0.000981764973025 Building_or_Public_Space:0.015980660839 Road_or_Driveway:0.00448529242726 Traffic_Signal:0.0
2382 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.895681708848 Other:0.00422396462796 Building_or_Public_Space:0.08279357708 Road_or_Driveway:0.0173007494436 Traffic_Signal:0.0
2383 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.914904508764 Other:0.00186791242936 Building_or_Public_Space:0.0712678015735 Road_or_Driveway:0.0119597772332 Traffic_Signal:0.0
2384 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.607724498954 Other:0.00426184406999 Building_or_Public_Space:0.297787649374 Road_or_Driveway:0.090226007602 Traffic_Signal:0.0
2385 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.965178058471 Other:0.00326116848125 Building_or_Public_Space:0.0245535733385 Road_or_Driveway:0.00700719970904 Traffic_Signal:0.0
2386 Other Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.69691853509 Other:0.0574099369744 Building_or_Public_Space:0.22793463951 Road_or_Driveway:0.0177368884259 Traffic_Signal:0.0
2387 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.472552262759 Other:0.107067803443 Building_or_Public_Space:0.381988371802 Road_or_Driveway:0.0383915619955 Traffic_Signal:0.0
2388 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.919062527258 Other:0.0071374655956 Building_or_Public_Space:0.0625138171093 Road_or_Driveway:0.0112861900375 Traffic_Signal:0.0
2389 Other Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.380773724557 Other:0.181224747137 Building_or_Public_Space:0.401725432163 Road_or_Driveway:0.0362760961433 Traffic_Signal:0.0
2390 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.789048391009 Other:0.00468794057036 Building_or_Public_Space:0.185697697522 Road_or_Driveway:0.0199340168858 Traffic_Signal:0.00063195401261
2391 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.972660427185 Other:0.00174636516339 Building_or_Public_Space:0.021220635345 Road_or_Driveway:0.00437257230708 Traffic_Signal:0.0
2392 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.958866508162 Other:0.00740304712913 Building_or_Public_Space:0.0289070806401 Road_or_Driveway:0.00482336406861 Traffic_Signal:0.0
2393 Other Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.902144874458 Other:0.00498200655132 Building_or_Public_Space:0.0853365883046 Road_or_Driveway:0.00753653068619 Traffic_Signal:0.0
2394 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.907573377926 Other:0.00367094869257 Building_or_Public_Space:0.0829060693758 Road_or_Driveway:0.00584960400521 Traffic_Signal:0.0
2395 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.903555906356 Other:0.00382494472131 Building_or_Public_Space:0.088713509253 Road_or_Driveway:0.0039056396696 Traffic_Signal:0.0
2396 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.877408620206 Other:0.0111406082096 Building_or_Public_Space:0.0990158505654 Road_or_Driveway:0.0124349210188 Traffic_Signal:0.0
2397 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.98072508827 Other:0.000949729525876 Building_or_Public_Space:0.0176701008327 Road_or_Driveway:0.000655081371748 Traffic_Signal:0.0
2398 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.983485297295 Other:0.00108379811946 Building_or_Public_Space:0.0147156183046 Road_or_Driveway:0.000715286280992 Traffic_Signal:0.0
2399 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.974321471869 Other:0.00215161781579 Building_or_Public_Space:0.0217700082522 Road_or_Driveway:0.00175690206312 Traffic_Signal:0.0
2400 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.896468209443 Other:0.00270208189752 Building_or_Public_Space:0.0831700247317 Road_or_Driveway:0.0176596839274 Traffic_Signal:0.0
2401 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.988900369805 Other:0.00130174243836 Building_or_Public_Space:0.0053483097213 Road_or_Driveway:0.00444957803539 Traffic_Signal:0.0
2402 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.970256964408 Other:0.000549077940806 Building_or_Public_Space:0.0289010706119 Road_or_Driveway:0.000292887039692 Traffic_Signal:0.0
2403 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.710339929854 Other:0.00773964731588 Building_or_Public_Space:0.274420838272 Road_or_Driveway:0.00749958455812 Traffic_Signal:0.0
2404 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.848051906028 Other:0.0019372609716 Building_or_Public_Space:0.144153417238 Road_or_Driveway:0.00585741576291 Traffic_Signal:0.0
2405 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.959314642416 Other:0.00216346139259 Building_or_Public_Space:0.0288038951519 Road_or_Driveway:0.00971800103904 Traffic_Signal:0.0
2406 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.688864705288 Other:0.00190431761414 Building_or_Public_Space:0.304390865885 Road_or_Driveway:0.00484011121379 Traffic_Signal:0.0
2407 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.873214757888 Other:0.0030142187995 Building_or_Public_Space:0.116429757432 Road_or_Driveway:0.0073412658809 Traffic_Signal:0.0
2408 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.796400111012 Other:0.00206127031175 Building_or_Public_Space:0.156548974144 Road_or_Driveway:0.0449896445322 Traffic_Signal:0.0
2409 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.788073379713 Other:0.00399588030176 Building_or_Public_Space:0.199125284518 Road_or_Driveway:0.00880545546741 Traffic_Signal:0.0
